label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41
HALO,0.7223300933837891,0.9776978492736816,-7.604126750493378e-08,0.6634636521339417,0.9243500232696533,-0.012322303839027882,0.6293458938598633,0.8316417336463928,-0.016423428431153297,0.6206196546554565,0.7540038824081421,-0.022353529930114746,0.6166055202484131,0.6897531747817993,-0.025798266753554344,0.6837631464004517,0.7271867990493774,0.01774924248456955,0.6851187944412231,0.6463539600372314,0.004595694597810507,0.679556131362915,0.6180939674377441,-0.011053402908146381,0.673152506351471,0.6163894534111023,-0.020213596522808075,0.7274213433265686,0.7289992570877075,0.012643075548112392,0.7337456345558167,0.6516527533531189,0.00785143580287695,0.7308976054191589,0.6220707297325134,-0.0036370577290654182,0.7250552177429199,0.6113499999046326,-0.012102342210710049,0.7673994898796082,0.7459540963172913,0.0026965949218720198,0.7751803398132324,0.6759682893753052,-0.0019285489106550813,0.7727735042572021,0.6505469083786011,-0.002421912271529436,0.766890823841095,0.6366004943847656,-0.003414016915485263,0.8043745160102844,0.776070237159729,-0.009967803955078125,0.8114868402481079,0.7182728052139282,-0.012945498339831829,0.8063758015632629,0.699379563331604,-0.007570895366370678,0.8004785180091858,0.6925037503242493,-0.002868508920073509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HALO,0.7349373698234558,0.8110824227333069,2.960025256015797e-07,0.6595558524131775,0.7636427879333496,-0.01719958335161209,0.6182387471199036,0.6673449277877808,-0.01925530470907688,0.6080939769744873,0.5850785970687866,-0.021620141342282295,0.5968149900436401,0.5187540054321289,-0.023140035569667816,0.6781107783317566,0.5580149292945862,0.008660564199090004,0.6663707494735718,0.47085267305374146,-0.002228217199444771,0.6579402089118958,0.41505563259124756,-0.016594173386693,0.6511855125427246,0.36742833256721497,-0.028574440628290176,0.7231127619743347,0.5458813905715942,0.0032546939328312874,0.71689772605896,0.4495697617530823,-0.005565698258578777,0.7082774043083191,0.38685470819473267,-0.019925609230995178,0.6994601488113403,0.33566200733184814,-0.03099597617983818,0.7635424137115479,0.5553334951400757,-0.0070959413424134254,0.7625106573104858,0.45941057801246643,-0.01956615224480629,0.7568554282188416,0.39967671036720276,-0.03161516785621643,0.7485424280166626,0.3471126854419708,-0.04082995280623436,0.802352786064148,0.5833553075790405,-0.019895456731319427,0.8111957907676697,0.5101887583732605,-0.03253457322716713,0.8085880875587463,0.4651384949684143,-0.038115549832582474,0.8008816242218018,0.42372244596481323,-0.04192041978240013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HALO,0.7304316163063049,0.7846938371658325,3.9808898577575746e-07,0.6576932668685913,0.7502833604812622,-0.0250154547393322,0.6099590063095093,0.6618545055389404,-0.03506474941968918,0.5936061143875122,0.579309344291687,-0.043337028473615646,0.5737311244010925,0.5144284963607788,-0.05128398537635803,0.6640010476112366,0.5297388434410095,-0.01658838614821434,0.6505113244056702,0.4255821406841278,-0.03432678431272507,0.6444458961486816,0.3636801838874817,-0.05061451718211174,0.6422132849693298,0.30986347794532776,-0.0634898692369461,0.7129649519920349,0.5178185701370239,-0.021645409986376762,0.710644543170929,0.4018974304199219,-0.03571132943034172,0.7096348404884338,0.32853445410728455,-0.052169643342494965,0.7093397974967957,0.26701268553733826,-0.06563933193683624,0.7564166784286499,0.5326685309410095,-0.030931927263736725,0.7701849341392517,0.4257950782775879,-0.04868417978286743,0.777433454990387,0.3567267060279846,-0.06411950290203094,0.7830146551132202,0.2959696054458618,-0.0764617770910263,0.7952999472618103,0.5674052238464355,-0.04259421303868294,0.8161996006965637,0.4932241439819336,-0.061279162764549255,0.8283761739730835,0.4410861134529114,-0.07055903971195221,0.8384557962417603,0.39142441749572754,-0.07732771337032318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HALO,0.7296196222305298,0.7761702537536621,4.192537801372964e-07,0.656983494758606,0.738997220993042,-0.027217954397201538,0.608948826789856,0.6524860262870789,-0.037955015897750854,0.592298686504364,0.5708115696907043,-0.04675428569316864,0.5714614987373352,0.5056217312812805,-0.05523271858692169,0.6604387760162354,0.5228491425514221,-0.019209204241633415,0.6453583836555481,0.4185578525066376,-0.038264308124780655,0.6389312744140625,0.35630542039871216,-0.05481886491179466,0.6375569701194763,0.3002066910266876,-0.067802295088768,0.709063708782196,0.5092518329620361,-0.02393978275358677,0.707660973072052,0.39246922731399536,-0.03942489996552467,0.7079654932022095,0.3173111379146576,-0.05686705932021141,0.7104551196098328,0.252718985080719,-0.07102716714143753,0.7521568536758423,0.5234218835830688,-0.03301263973116875,0.7669479846954346,0.4170824885368347,-0.052332647144794464,0.7779541015625,0.3481811583042145,-0.06776881963014603,0.7874398231506348,0.28694403171539307,-0.07981175184249878,0.7907906770706177,0.5573426485061646,-0.044687721878290176,0.8124491572380066,0.48326796293258667,-0.0637161135673523,0.8272097706794739,0.4329987168312073,-0.07207604497671127,0.8407008647918701,0.38494807481765747,-0.07825079560279846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HALO,0.7214640974998474,0.7730244994163513,3.8667823787363886e-07,0.6487067937850952,0.7383539080619812,-0.02589549869298935,0.6002856492996216,0.6537020802497864,-0.03547316789627075,0.5839882493019104,0.5741456747055054,-0.04347212240099907,0.5604820251464844,0.512689471244812,-0.051581449806690216,0.6498780250549316,0.52667236328125,-0.01598776876926422,0.633601188659668,0.42573991417884827,-0.035180944949388504,0.6275985240936279,0.3634307384490967,-0.05217808857560158,0.6275192499160767,0.30764684081077576,-0.06531937420368195,0.6968592405319214,0.51219642162323,-0.02069818414747715,0.6955438256263733,0.39735233783721924,-0.03524645045399666,0.6964612007141113,0.32543981075286865,-0.051709383726119995,0.6995786428451538,0.2626771926879883,-0.06542029231786728,0.7382711172103882,0.5227647423744202,-0.03005208820104599,0.7475873231887817,0.41922780871391296,-0.04741872847080231,0.7546476125717163,0.3525785207748413,-0.061529554426670074,0.7607851624488831,0.29227229952812195,-0.07305631786584854,0.7763691544532776,0.5520914196968079,-0.04228292033076286,0.7930641770362854,0.4773906171321869,-0.05896563082933426,0.8046004772186279,0.4273139238357544,-0.06669759005308151,0.8146994113922119,0.3786705732345581,-0.07296942919492722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HALO,0.7168994545936584,0.7676377296447754,4.0581247162663203e-07,0.6456046104431152,0.732840359210968,-0.026545343920588493,0.5980098843574524,0.6528922915458679,-0.03714575245976448,0.5808670520782471,0.5777178406715393,-0.045784324407577515,0.5603881478309631,0.5170974135398865,-0.054204683750867844,0.6479755640029907,0.526694655418396,-0.019242972135543823,0.6322484612464905,0.4277878999710083,-0.03792538493871689,0.62459796667099,0.36784231662750244,-0.05390005558729172,0.6221396327018738,0.3148573040962219,-0.0662647932767868,0.6937615275382996,0.5141870379447937,-0.023879239335656166,0.6927354335784912,0.4019111394882202,-0.038738053292036057,0.6935251355171204,0.33107125759124756,-0.054689038544893265,0.6964547038078308,0.27115413546562195,-0.0676364004611969,0.7344076037406921,0.5267207026481628,-0.032922759652137756,0.745661199092865,0.42332392930984497,-0.05114568769931793,0.7535276412963867,0.35732609033584595,-0.06528334319591522,0.7603287100791931,0.2987881004810333,-0.07648973912000656,0.7715169191360474,0.558570146560669,-0.044643331319093704,0.7905178070068359,0.4863898754119873,-0.062490351498126984,0.8034707307815552,0.43680843710899353,-0.07038013637065887,0.8152304887771606,0.38961881399154663,-0.07636985182762146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HALO,0.7131791114807129,0.7378092408180237,4.0682431290406385e-07,0.6436102986335754,0.7077092528343201,-0.02760988660156727,0.5960838794708252,0.6329670548439026,-0.03831454738974571,0.5785620808601379,0.5605561137199402,-0.04672117531299591,0.5609146356582642,0.500557005405426,-0.054614074528217316,0.6427899599075317,0.5099509358406067,-0.018014518544077873,0.6277281045913696,0.41755425930023193,-0.03579969331622124,0.6206144690513611,0.3609192371368408,-0.05134812369942665,0.6181430220603943,0.31030917167663574,-0.06341172009706497,0.6864923238754272,0.49750274419784546,-0.021270012483000755,0.6870855689048767,0.39170733094215393,-0.03513409569859505,0.6884053945541382,0.3252551257610321,-0.05021008104085922,0.6914466619491577,0.26797887682914734,-0.062488995492458344,0.7248953580856323,0.5087262988090515,-0.02913476713001728,0.735440194606781,0.4115295112133026,-0.04650455713272095,0.7426350116729736,0.3496163785457611,-0.05973440036177635,0.7490472197532654,0.29384559392929077,-0.07016141712665558,0.7597718238830566,0.5378756523132324,-0.039846133440732956,0.7768083810806274,0.4689202308654785,-0.0571574904024601,0.7895060777664185,0.42280828952789307,-0.06465789675712585,0.8012627363204956,0.37865155935287476,-0.07022903114557266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HALO,0.7099934220314026,0.7252334356307983,3.8947496250330005e-07,0.6421255469322205,0.6972864866256714,-0.02572551742196083,0.5956556797027588,0.6248196959495544,-0.035446010529994965,0.577560305595398,0.5534468293190002,-0.043158434331417084,0.5587995648384094,0.4950764775276184,-0.05032995343208313,0.6404989957809448,0.5031664371490479,-0.01548486016690731,0.6254346370697021,0.41174012422561646,-0.031967684626579285,0.6178887486457825,0.35626351833343506,-0.04676872491836548,0.6145799160003662,0.3074301481246948,-0.05824248120188713,0.6827274560928345,0.4904395341873169,-0.01873200759291649,0.6814490556716919,0.38687416911125183,-0.0312979519367218,0.6815487146377563,0.3221256732940674,-0.045550428330898285,0.6833997368812561,0.26778411865234375,-0.057179518043994904,0.7204000949859619,0.5005925297737122,-0.026380671188235283,0.7295042276382446,0.40393155813217163,-0.04242023080587387,0.7350113987922668,0.34387385845184326,-0.0549643412232399,0.7399204969406128,0.290648877620697,-0.06488378345966339,0.7549846172332764,0.527877926826477,-0.03671986982226372,0.7714797258377075,0.46013474464416504,-0.053252629935741425,0.7827933430671692,0.41464847326278687,-0.060621488839387894,0.7935611009597778,0.3711931109428406,-0.06591686606407166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HALO,0.6866424083709717,0.719733715057373,3.3068354809984157e-07,0.624397337436676,0.6900031566619873,-0.019670618698000908,0.5804420113563538,0.6228089928627014,-0.027031047269701958,0.5614550709724426,0.5613594651222229,-0.03351232782006264,0.5392657518386841,0.5132824778556824,-0.04012814164161682,0.6214810013771057,0.510719358921051,-0.011962204240262508,0.6048287153244019,0.42833414673805237,-0.02721773460507393,0.5967714786529541,0.37683188915252686,-0.04081280902028084,0.5929779410362244,0.33235248923301697,-0.05121765285730362,0.6615286469459534,0.49740201234817505,-0.01671423390507698,0.6608522534370422,0.4000149965286255,-0.028153087943792343,0.6602903604507446,0.3392360210418701,-0.04117312654852867,0.6615857481956482,0.2880405783653259,-0.051804542541503906,0.6974761486053467,0.5061498284339905,-0.025134138762950897,0.7083134651184082,0.4167344570159912,-0.040435098111629486,0.7153143882751465,0.3604070246219635,-0.05272580310702324,0.7204490303993225,0.31018292903900146,-0.062275275588035583,0.729858934879303,0.5329366326332092,-0.03558109328150749,0.7498239278793335,0.4727618992328644,-0.05094640702009201,0.7631208896636963,0.4324631989002228,-0.057566918432712555,0.7742272615432739,0.3942610025405884,-0.06239566579461098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HALO,0.6803823709487915,0.7366552352905273,2.9021109071436513e-07,0.6200060844421387,0.710660457611084,-0.021550839766860008,0.5756803750991821,0.6499069333076477,-0.03090437687933445,0.5540124177932739,0.593255341053009,-0.03868770971894264,0.5324607491493225,0.5463940501213074,-0.04639463499188423,0.6143840551376343,0.5368015766143799,-0.015279579907655716,0.5969865918159485,0.4590381979942322,-0.030518732964992523,0.5876369476318359,0.4097523093223572,-0.044526997953653336,0.5819211006164551,0.3677583336830139,-0.05536860600113869,0.6536182165145874,0.5234242081642151,-0.018948672339320183,0.6508665680885315,0.4306873679161072,-0.031110916286706924,0.6501948237419128,0.3725239634513855,-0.0447828434407711,0.6512919068336487,0.32494887709617615,-0.0557447224855423,0.6882752180099487,0.531124472618103,-0.02609068527817726,0.696514368057251,0.44764944911003113,-0.04225114360451698,0.7021400928497314,0.3936008810997009,-0.05562818795442581,0.7057965397834778,0.3461577296257019,-0.06574971973896027,0.7194049954414368,0.556418240070343,-0.0351707749068737,0.7371692657470703,0.498370885848999,-0.05132153257727623,0.7488130331039429,0.46067968010902405,-0.05853021889925003,0.7581038475036621,0.4255114197731018,-0.06363490968942642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
